C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_367.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_367.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_367.jpg, 0, 0, 0, 1.308906E-05
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_467.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_467.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_467.jpg, 0, 0, 0, 2.153167E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_572.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_572.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_572.jpg, 0, 0, 0, 5.198254E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_673.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_673.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_673.jpg, 0, 0, 0, 7.444302E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_774.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_774.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_774.jpg, 0, 0, 0, 1.225779E-05
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_877.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_877.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_877.jpg, 0, 0, 0, 2.792359E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_17_981.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_17_981.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_17_981.jpg, 0, 0, 0, 1.437436E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_18_084.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_18_084.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_18_084.jpg, 0, 0, 0, 1.739561E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_18_183.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_18_183.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_18_183.jpg, 0, 0, 0, 4.201283E-06
C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\center_2020_07_05_20_45_18_286.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\left_2020_07_05_20_45_18_286.jpg, C:\Users\aldri\OneDrive\Desktop\SelfDrivingCars\SDC2ErrorRun\IMG\right_2020_07_05_20_45_18_286.jpg, 0, 0, 0, 5.556408E-06
